"hours since 01.01.2015  1:00:00",velocity,density,temperature,status
5249,548.9,2,36000,0
5250,535.4,3.9,32300,0
5251,534.8,4.2,28200,0
5252,538.7,3.6,32100,0
5253,531.1,4.2,21200,0
5254,518.9,2.8,30900,0
5255,511.7,3,26900,0
5256,514.3,3.5,24300,0
5257,510.8,3.7,21700,0
5258,510.7,4.4,30900,0
5259,486.3,4.1,49900,0
5260,477.6,5.6,53000,0
5261,470.1,5.5,47400,0
5262,491.9,5.1,62600,0
5263,476.4,5.4,59500,0
5264,475.3,4.5,50200,0
5265,473.2,4.6,48300,0
5266,477.4,4,42000,0
5267,470.3,3.6,61000,0
5268,479.5,3.9,102000,0
5269,490.2,4.2,115000,0
5270,469.9,4.8,107000,0
5271,472.7,5.2,99400,0
5272,472.1,5,96300,0
5273,489.5,4.3,161000,0
5274,489.6,3.6,172000,0
5275,481.8,4.6,175000,1
5276,483.7,4.6,140000,1
5277,493.2,4.6,145000,0
5278,483.9,4.6,146000,0
5279,476.5,4.6,129000,0
5280,468.7,4.7,127000,0
5281,470.7,4.8,140000,0
5282,495.1,3.7,161000,0
5283,492.8,3.2,142000,0
5284,523.3,3,209000,0
5285,527.3,2.9,233000,1
5286,516.3,2.3,207000,0
5287,533.7,2.4,188000,0
5288,546.1,2.9,178000,0
5289,541.8,2.8,171000,0
5290,511.8,2.4,146000,0
5291,514.1,2.9,163000,0
5292,526,3.1,171000,0
5293,516.7,3.8,149000,0
5294,507,4.4,147000,0
5295,513.3,4,148000,0
5296,522.9,3.1,145000,0
5297,509.5,3.5,159000,0
5298,521.2,3.3,152000,0
5299,527.4,3.4,144000,0
5300,535.5,3.2,176000,0
5301,530,3.7,181000,0
5302,536.5,3.7,147000,0
5303,533.4,3.4,158000,0
5304,537.8,3.2,143000,0
5305,556,3.5,119000,0
5306,539.6,3.1,132000,0
5307,556.7,3.8,122000,0
5308,538.8,3.8,118000,0
5309,539.5,4.1,119000,0
5310,527.4,3.5,129000,0
5311,516.5,3.4,156000,0
5312,522.3,3.4,155000,0
5313,525,3.6,138000,0
5314,527.7,3.8,122000,0
5315,505,3.6,130000,0
5316,481.5,3.9,130000,0
5317,474.6,4.5,118000,1
5318,456.8,5.8,90500,0
5319,449.3,5.9,91100,0
5320,440.1,5.5,81100,0
5321,430.5,5.9,98300,0
5322,429.1,5.9,98800,0
5323,438.2,5.3,91700,0
5324,432.7,5.4,86800,0
5325,430.1,5.7,105000,0
5326,427.1,6.7,129000,1
5327,428.9,4.5,101000,0
5328,412.5,2.8,89300,0
5329,435,2.5,112000,1
5330,436.5,2.8,237000,0
5331,434.2,2.4,163000,0
5332,435.2,2.9,146000,0
5333,441.3,2.2,123000,0
5334,454.2,1.7,90000,1
5335,458,1.9,96000,0
5336,436.9,6,99900,0
5337,437.2,2,93300,0
5338,437.4,1.8,101000,0
5339,,,-100000,3
5340,454.2,4.2,45000,0
5341,442.6,3.5,41000,0
5342,434,1,70500,0
5343,430.5,2.6,47600,0
5344,432.5,1.9,49100,0
5345,418.7,2.4,60300,0
5346,385.3,3,43900,0
5347,377.8,3,58700,0
5348,379.4,4.4,51800,0
5349,379.1,5.3,44600,0
5350,396.1,6.2,51700,0
5351,385.8,7,73100,0
5352,392.8,7,64900,0
5353,377.3,6.5,67500,0
5354,386.1,6.2,58700,0
5355,377.2,6.3,63900,0
5356,382,5.9,62700,0
5357,382.5,5.6,77000,0
5358,369.4,5.5,60500,0
5359,390.4,4.8,57500,0
5360,384,4.3,43600,0
5361,389,3.4,40600,1
5362,399.3,3.5,61300,0
5363,413.1,3.2,73400,0
5364,427.6,3.2,56000,0
5365,392.4,4.2,42400,0
5366,397.2,3.7,52700,0
5367,404.3,3.6,50200,0
5368,410.7,2,45100,0
5369,403.7,3.6,38600,0
5370,395.7,4.1,31700,0
5371,,,-100000,9
5372,415.8,5.9,30400,0
5373,414.2,2.9,32500,0
5374,415.5,4.2,33300,0
5375,409.6,4.4,44700,0
5376,408.6,3.5,63600,0
5377,405,4.5,63900,0
5378,395.5,4.3,61700,0
5379,396.8,3.7,65600,0
5380,387,3.8,44300,0
5381,384.9,2.9,39500,0
5382,381.5,3.8,34400,0
5383,380.8,3.7,33200,0
5384,381.5,3.6,27800,0
5385,382.2,4.4,36500,0
5386,377.3,5.6,43200,0
5387,376.7,5.8,42800,0
5388,372.9,6.2,47300,0
5389,369.1,6,41600,1
5390,365.4,4.9,40100,0
5391,359.2,4,35700,0
5392,359.3,4.6,34500,0
5393,358.6,3.2,30700,0
5394,360.2,3.3,23500,0
5395,348.3,4.1,31900,1
5396,353.3,3.7,37200,0
5397,351.1,4.3,37200,1
5398,346,4.2,31600,0
5399,346.1,4.5,37500,0
5400,340.3,3.2,37900,0
5401,338.9,3,39200,0
5402,330.5,2.5,35600,0
5403,335.5,2.8,40400,0
5404,331,2.6,39900,0
5405,324.9,2.3,42000,0
5406,323.7,1.8,39100,0
5407,333.9,2.5,81400,0
5408,336.9,2.7,96300,1
5409,330.3,1.7,74900,0
5410,314.9,1.7,50900,0
5411,320.3,1.5,53900,0
5412,335.9,1.7,51800,0
5413,329.6,2.5,40400,0
5414,330.7,1.9,37300,0
5415,327.9,2,41700,0
5416,346.6,4.3,25400,0
5417,372.5,4.8,21800,0
5418,380.3,7.2,21700,0
5419,366.8,6.7,32300,0
5420,358.6,6.6,26300,0
5421,350.5,5.7,24600,0
5422,356.1,8.3,22500,0
5423,351.1,7,28400,0
5424,346.3,5.7,28400,0
5425,347.8,7.5,30300,0
5426,346.6,5.1,25900,0
5427,353.6,4.4,22600,0
5428,339.7,3.4,18100,0
5429,340,5.9,19900,0
5430,365.5,9.3,56700,0
5431,454.9,15.9,217000,0
5432,465.6,15.4,177000,0
5433,463.7,24,70500,0
5434,456.3,21.9,96300,0
5435,453,22.5,87300,0
5436,,,-100000,3
5437,485,5.9,258000,1
5438,464.1,6.6,294000,1
5439,460.9,7.8,307000,0
5440,480.8,8.3,227000,0
5441,484.5,8.2,281000,1
5442,488.5,7.9,320000,1
5443,486.2,6.6,259000,0
5444,491,6,243000,0
5445,487.7,6.5,106000,0
5446,488.1,4.2,73800,0
5447,475.5,4.7,138000,0
5448,493.6,7.2,39400,0
5449,505.3,3.6,30700,0
5450,511.6,2.8,37500,0
5451,501.7,3.6,31700,0
5452,502.4,4.3,51300,0
5453,492.1,4.1,55900,0
5454,520.2,3.2,120000,0
5455,528.2,2.9,149000,0
5456,541.2,2.6,158000,0
5457,544.3,2.6,196000,0
5458,539,2.6,235000,0
5459,539.8,2.5,295000,0
5460,534.9,3,288000,0
5461,514.2,3.4,194000,0
5462,514.9,3.4,184000,0
5463,,,-100000,9
5464,495.6,3.9,176000,0
5465,491.3,4.3,164000,0
5466,498.3,3.2,196000,0
5467,537.1,2.6,164000,0
5468,548.7,2.6,131000,0
5469,538.9,2.6,129000,1
5470,547.3,2.7,159000,0
5471,566.9,3.1,138000,0
5472,565.9,4.7,104000,0
5473,551.1,3.1,126000,0
5474,522.8,2.4,117000,1
5475,539,3.2,135000,0
5476,537.6,3.8,137000,0
5477,533,3.5,150000,0
5478,550.7,2.5,191000,0
5479,555.8,3.1,178000,0
5480,558.6,2.9,161000,0
5481,559.8,3,153000,0
5482,568.2,2.7,206000,0
5483,580.2,2.7,185000,0
5484,568.6,3.1,156000,0
5485,561,3,156000,0
5486,558,2.8,165000,0
5487,557.1,2.5,174000,0
5488,568.4,2,154000,0
5489,567.3,2.2,153000,1
5490,551.5,2.1,163000,0
5491,557.2,2,169000,1
5492,549.6,1.9,178000,0
5493,543.6,1.9,149000,1
5494,543.8,1.9,169000,0
5495,,,-100000,3
5496,536.5,1.7,149000,0
5497,532.9,1.8,140000,1
5498,546.8,1.9,136000,0
5499,536.5,1.7,132000,0
5500,520.6,1.8,169000,1
5501,512.8,1.7,160000,0
5502,538.1,2,115000,0
5503,516.5,1.6,112000,0
5504,496.1,1.9,108000,1
5505,482.6,1.7,93700,0
5506,474.5,1.8,103000,0
5507,477.4,1.3,132000,0
5508,457.7,2,97800,0
5509,447.2,2.5,73300,0
5510,443.5,2.7,64100,0
5511,445.4,4,61700,0
5512,446.1,2.7,55300,0
5513,435.3,3.7,63900,0
5514,437,4.2,53100,0
5515,424.1,4.1,56300,0
5516,411.7,4.7,63800,0
5517,420.4,4.4,70700,0
5518,424.1,3.2,41100,0
5519,426.1,4.1,60300,0
5520,433,3.6,57000,0
5521,444,3.4,56100,0
5522,449.6,2.5,60900,1
5523,456,2.5,81600,0
5524,463.6,3.5,126000,0
5525,479.2,4,133000,0
5526,466.4,3.9,123000,0
5527,454.6,3.2,119000,1
5528,460.9,3.6,127000,0
5529,453,3.4,106000,0
5530,470.2,3.2,126000,0
5531,469.4,3.4,111000,0
5532,462.4,3.5,108000,0
5533,456.9,3.6,136000,0
5534,466.3,3.1,161000,0
5535,473.2,3.4,192000,0
5536,490.6,2.8,203000,0
5537,487.7,2.4,225000,1
5538,481.1,2.7,208000,1
5539,505.7,3,218000,0
5540,505.8,2.9,184000,0
5541,505.9,2.9,177000,0
5542,492.3,2.3,178000,0
5543,485.5,2.2,165000,1
5544,496.3,1.6,226000,0
5545,517.5,3.2,181000,1
5546,502.2,2.6,151000,0
5547,489,2.1,149000,1
5548,494.9,1.6,186000,0
5549,493.7,2.2,179000,0
5550,506.8,2.2,202000,0
5551,503.1,2.5,206000,1
5552,484.9,3.6,127000,1
5553,512.3,3,138000,0
5554,519.3,3.3,145000,1
5555,480.7,3,111000,0
5556,488.7,2.7,126000,0
5557,460.7,1.9,106000,1
5558,459.3,3.3,75000,0
5559,476.3,3.3,94000,0
5560,475.5,3.4,101000,0
5561,459.9,2.5,119000,0
5562,457.7,3,98900,0
5563,467.4,3.8,111000,0
5564,451,3.4,99300,0
5565,457.1,3,106000,0
5566,471,2.3,80900,0
5567,465.7,2.3,99800,0
5568,481.1,2,101000,0
5569,461.5,1.3,92700,1
5570,454.3,1.7,73300,0
5571,456.4,1.7,81200,0
5572,456.9,1.9,64100,0
5573,466.1,1.8,65800,1
5574,462.5,2.4,68500,0
5575,476,2.3,81200,0
5576,,,-100000,3
5577,457.1,1,104000,1
5578,457,1.3,76900,0
5579,448.5,1.6,91900,1
5580,447.7,1.8,71700,1
5581,450.5,2.9,60400,0
5582,459,3.1,64300,0
5583,452.5,2.8,59900,0
5584,440,2.9,60700,0
5585,437.4,3,62400,0
5586,438.5,3.3,64300,0
5587,434.6,3.4,74800,0
5588,464,3.3,75500,0
5589,436.4,3.6,85700,1
5590,425.8,3.8,68700,0
5591,412.4,3.8,48400,0
5592,402.6,3.5,55700,0
5593,394.5,3.3,66000,0
5594,395.7,3,71900,0
5595,388.3,3.5,82300,0
5596,376.2,4.8,64100,0
5597,371.8,5.9,48800,0
5598,369.5,7.6,19800,0
5599,359.8,6.9,19100,0
5600,357.5,6.5,18200,0
5601,363.2,5.7,20800,0
5602,377.1,4.3,36500,0
5603,366.3,2.4,68000,0
5604,398.4,2.7,80400,0
5605,391.7,1.5,96700,0
5606,400.4,1.1,86400,0
5607,398.6,1.1,82900,0
5608,409.1,1.2,102000,0
5609,411.8,2.3,112000,0
5610,399.8,3.9,74300,0
5611,384.6,6.6,48000,0
5612,366.5,8.5,44400,0
5613,369.2,8.1,46500,0
5614,368.2,8.2,44100,0
5615,364.1,8.1,44600,0
5616,367.4,10.1,49600,0
5617,369.4,11.4,58200,0
5618,373.8,13.3,87600,0
5619,387.2,16.5,94500,0
5620,379.5,24.5,86800,1
5621,383.7,24.9,95900,0
5622,408.6,17.3,114000,0
5623,508.8,5.9,338000,1
5624,522.6,5.1,329000,0
5625,545,5,336000,1
5626,546.1,4.3,320000,0
5627,543.2,3.7,217000,0
5628,560.5,3,179000,0
5629,571.6,2.2,168000,1
5630,,,-100000,3
5631,564.8,2.1,114000,0
5632,573.9,1.9,127000,0
5633,581.6,1.6,147000,0
5634,564.3,1.5,148000,0
5635,545.9,1.6,122000,0
5636,544.7,1.7,127000,1
5637,526.8,2.1,137000,0
5638,521.8,1.8,114000,0
5639,519.1,1.7,111000,1
5640,497.9,1.6,84600,0
5641,490.6,1.4,77300,0
5642,485.5,2.2,89500,1
5643,480.2,1.8,83000,1
5644,489.1,1.6,86200,0
5645,491,2.1,78700,0
5646,468.9,2.3,83300,1
5647,469.8,2.3,72400,0
5648,465,2.3,64100,0
5649,456.6,2.6,75200,1
5650,457.3,2.3,87800,0
5651,454.8,2.7,62300,0
5652,441.9,3,77700,0
5653,440.1,2.7,85700,1
5654,441.1,3,68000,0
5655,443.6,3.2,59600,0
5656,441.5,3.4,58100,0
5657,434.9,3.3,65200,0
5658,427.5,3.5,75200,0
5659,428,3.9,77200,0
5660,421.3,3.7,81000,0
5661,412.8,3.4,101000,0
5662,420.5,3.9,84400,0
5663,419.4,3.3,79800,0
5664,436.4,4.2,78500,0
5665,411.6,4,84800,0
5666,409.5,3.9,77600,0
5667,404,4.3,59000,0
5668,415.6,3.6,62100,0
5669,392.8,4.3,84900,0
5670,390.9,4,78400,0
5671,401.8,4,55300,0
5672,398.5,3.1,47400,0
5673,378.4,3,39800,0
5674,386.7,2.9,42900,0
5675,385.2,3.5,42500,0
5676,373,3.6,43500,0
5677,386.3,3.5,47200,0
5678,,,-100000,3
5679,391.2,3.5,55200,0
5680,399.4,2.5,69700,0
5681,401.1,3.8,85700,0
5682,395.4,4.8,83900,0
5683,395.7,5.5,71800,0
5684,409.5,5.1,72200,0
5685,412.6,3.2,66100,0
5686,408.2,4.9,62500,0
5687,413.2,4.9,59900,0
5688,418.5,5.6,55000,0
5689,417.7,6.3,41000,0
5690,419.9,10.6,36200,0
5691,417.3,15.5,41300,0
5692,410.3,12.5,37500,0
5693,405.6,9.7,37200,0
5694,404.2,9.7,36000,0
5695,401.6,9.6,29300,0
5696,410.5,9.7,25300,0
5697,417.3,9.2,28500,0
5698,401.6,7,20000,0
5699,402.3,6.8,17800,0
5700,397.6,6.8,17900,0
5701,391.5,5.9,18300,0
5702,387.3,6.6,17400,0
5703,384.9,10.4,16500,0
5704,,,-100000,9
5705,379.5,8.9,14800,0
5706,,,-100000,9
5707,367.4,13.6,13300,0
5708,367.7,12.5,15700,0
5709,363.9,13.3,13300,0
5710,364.5,11.9,16200,0
5711,365.9,10.2,13600,0
5712,360.7,10.4,17000,0
5713,365.1,11.6,15500,0
5714,379.8,13.6,34400,0
5715,,,-100000,9
5716,378.4,15.5,80500,0
5717,376.8,6.8,85700,0
5718,374.7,7.9,62200,0
5719,363.4,9.4,43800,0
5720,364.8,11.8,28700,0
5721,362.4,12.4,20400,0
5722,361.7,8.9,25700,0
5723,357.6,5.5,28000,0
5724,351.9,7.2,25900,0
5725,352.5,12.4,23900,0
5726,349.1,12.1,24400,0
5727,343.2,10.2,18800,0
5728,345.4,10.2,19800,0
5729,347.5,8,27500,0
5730,344.9,5.9,24100,0
5731,346.6,8.4,27100,0
5732,353.9,11.2,24300,0
5733,358.9,11.9,23800,0
5734,360.9,8.4,25900,0
5735,356.6,10.7,21700,0
5736,355.1,9.6,32400,0
5737,352.6,8.7,20900,0
5738,346.7,7.7,19500,0
5739,342.7,8.3,20500,0
5740,341.2,9.1,29600,0
5741,337.6,8,28100,0
5742,341.1,10,38200,0
5743,337.1,8.2,41100,0
5744,337.2,7.2,78800,0
5745,337.5,6.3,85300,0
5746,338.9,9.9,60700,0
5747,336.7,12.3,58900,0
5748,343.7,16.3,46100,0
5749,353.3,5.7,37500,0
5750,351.8,7.6,39500,0
5751,361.7,9.6,67200,0
5752,377.2,7.7,68200,0
5753,401,5.7,114000,0
5754,402.7,7.4,158000,0
5755,409.4,6.4,121000,0
5756,416.5,7.1,136000,0
5757,423,5.3,149000,1
5758,453.3,8.2,129000,0
5759,450.3,5.5,150000,0
5760,448.4,9.2,197000,1
5761,443.7,6.5,180000,0
5762,451.2,5.3,189000,0
5763,447.7,5,137000,1
5764,453,5,116000,0
5765,448.3,6,135000,0
5766,456.5,5.5,133000,0
5767,451,6.3,130000,0
5768,447.7,6,105000,0
5769,446.4,5.6,98800,0
5770,456.7,5,106000,0
5771,466.8,3.8,157000,0
5772,462.9,3.4,149000,0
5773,447.3,5.5,152000,0
5774,452.1,5.3,129000,0
5775,450.5,5.3,125000,0
5776,450.3,5.1,123000,0
5777,451.8,4.4,122000,1
5778,458.6,3.3,123000,0
5779,463.9,3.8,102000,0
5780,465.8,4.3,97900,1
5781,458.6,3.9,92700,0
5782,460.1,4.2,89500,0
5783,450.9,4.8,89700,0
5784,448,4,83600,1
5785,444.6,4,99600,0
5786,446.6,3.8,81000,1
5787,441.1,4.1,101000,1
5788,434.6,4.3,117000,0
5789,433.3,4.3,120000,1
5790,434.2,4.1,121000,0
5791,431,4.5,103000,0
5792,427.7,3.9,110000,0
5793,426.1,3.6,102000,0
5794,438.4,4.1,59400,0
5795,441.2,4.1,51300,0
5796,432.7,4,41300,0
5797,439.9,4.6,45800,0
5798,415.7,3,85200,1
5799,413.2,3.1,102000,0
5800,417.2,3,81500,0
5801,413.3,3.2,102000,0
5802,421.5,3.5,85000,0
5803,404.4,3,100000,0
5804,415.8,2.7,69200,0
5805,407.6,3.2,72000,0
5806,401.4,3.9,76500,1
5807,398.6,4,75500,0
5808,388.7,4.1,90300,0
5809,385,3.1,96900,0
5810,390.6,3,64900,0
5811,406.2,2.9,30600,6
5812,410.3,4.8,40600,0
5813,399.9,2.6,42400,0
5814,401.4,3.4,44200,0
5815,391.9,3.5,43000,0
5816,383.2,2.9,60800,0
5817,397,2.6,30500,0
5818,395.2,3.3,27400,0
5819,388,3.5,26300,0
5820,380.7,3.7,28100,0
5821,378.3,3.8,35200,0
5822,376.4,3.1,39700,0
5823,376.4,3.6,32500,0
5824,377.5,3,30800,0
5825,378.6,2.9,49600,0
5826,379.4,3.3,50300,0
5827,372.6,4.1,47800,0
5828,375.3,3.5,63900,0
5829,366.1,4.5,74900,0
5830,365.9,4.1,70700,0
5831,369.1,3.7,85300,0
5832,366.8,4.8,56800,0
5833,369.2,4.8,58400,0
5834,369.8,5.4,63400,0
5835,,,-100000,3
5836,368.7,5.3,56700,0
5837,369.8,5.4,43800,0
5838,359.8,5,51300,0
5839,357.9,4.6,47200,0
5840,355.9,4.5,49500,0
5841,349.1,4.3,65800,0
5842,349,4.3,63800,0
5843,351,4.5,42600,0
5844,351.7,3.9,57200,0
5845,354.8,4.7,61600,0
5846,364.9,5.1,51600,0
5847,369.3,6,47500,0
5848,368.2,5.7,57400,0
5849,365.3,5.5,67800,0
5850,359.2,5.3,62900,0
5851,356.4,5.1,59300,0
5852,357,4.2,57100,0
5853,349.2,3.9,57000,0
5854,342.3,4.2,31200,0
5855,349.6,5.5,34000,0
5856,351.1,5,50700,0
5857,359.9,1.9,97800,0
5858,369.7,2.1,103000,0
5859,,,-100000,9
5860,367.9,4.6,98400,0
5861,387.3,3.7,55800,0
5862,392.8,3.8,58500,0
5863,383.7,5.2,49800,0
5864,386.4,7.5,28200,0
5865,389.4,9,32400,0
5866,391.3,9.3,35800,0
5867,391,10.4,29800,0
5868,387.9,8.9,36500,0
5869,384.4,12.5,21100,0
5870,386.4,13.3,28000,0
5871,392.3,15.9,30900,0
5872,422.4,4.2,69400,0
5873,423.1,4.4,77200,0
5874,424.5,4.7,65700,0
5875,417.9,4.3,69200,0
5876,417.3,4.2,51800,0
5877,414.8,5,55100,0
5878,407.7,5.1,68600,0
5879,409.5,5.6,79900,0
5880,411.7,5.6,82200,1
5881,425.1,5.7,111000,0
5882,421.3,5.9,107000,0
5883,,,-100000,9
5884,416.9,4.7,84600,0
5885,424.6,5.3,96800,0
5886,428.6,5.1,108000,0
5887,432.4,5,130000,1
5888,439.2,4.9,130000,0
5889,444.2,4.9,124000,0
5890,444.3,4.6,103000,0
5891,439.4,5.9,92300,0
5892,425.7,7.3,72800,0
5893,424.5,8.2,69200,0
5894,422.2,8.9,67500,0
5895,421.8,9.1,88300,0
5896,415.4,8.4,119000,0
5897,425.2,7.1,291000,1
5898,418.5,8.6,151000,0
5899,411.9,11.1,117000,0
5900,415.6,10.8,174000,0
5901,433.2,7.6,188000,0
5902,442.3,8.5,208000,1
5903,447.5,9,216000,1
5904,470.1,7,207000,1
5905,466.2,3.8,149000,0
5906,477,3.8,143000,0
5907,,,-100000,9
5908,475.1,8.3,161000,1
5909,459.4,5.2,193000,1
5910,452.4,5.8,193000,0
5911,469.3,5.9,201000,0
5912,475.5,6.1,195000,0
5913,456.1,5.9,191000,0
5914,463.6,5.9,192000,0
5915,444.1,5.3,201000,0
5916,442,5.1,229000,0
5917,462.7,4.9,176000,1
5918,507.2,2.8,184000,1
5919,474.2,2.9,172000,1
5920,487.2,2.7,158000,1
5921,476.7,3,150000,1
5922,493.2,2.7,165000,1
5923,474.7,2.9,124000,0
5924,479.6,3.8,110000,0
5925,475.4,4,97700,0
5926,468.5,6.6,85600,0
5927,468.1,3.1,85500,0
5928,483.2,2.4,83900,0
5929,470.2,3.4,110000,1
5930,483.5,3.1,114000,1
5931,500.9,3.4,141000,0
5932,479,3,127000,1
5933,464.9,3.3,120000,0
5934,465.2,3.3,101000,0
5935,456.2,3.3,105000,0
5936,465.6,2.8,94400,0
5937,456.6,3.2,82400,0
5938,452.4,3.6,70700,1
5939,450.6,4.2,81500,1
5940,445.9,3.9,85900,0
5941,457.7,3.6,71200,0
5942,456.8,3.4,72100,0
5943,471.8,3.2,86700,0
5944,456.2,3.8,97400,0
5945,466.8,3.2,103000,0
5946,463.3,3.7,95200,1
5947,444.2,4,120000,0
5948,450.1,3.7,120000,1
5949,435.4,3.8,131000,0
5950,445,4.9,131000,0
5951,431.6,4.1,130000,0
5952,462.1,4.4,184000,0
5953,436.5,4.6,170000,1
5954,440.2,5.1,128000,1
5955,438.4,4.9,114000,0
5956,,,-100000,9
5957,431.6,4.5,149000,0
5958,426,4.4,144000,0
5959,,,-100000,9
5960,449.9,4,128000,0
5961,457.5,3.7,152000,0
5962,481.7,3.7,144000,0
5963,458.9,4.6,139000,0
5964,478.5,4.5,182000,1
5965,475.3,4.3,143000,0
5966,496.1,3.9,191000,0
5967,485.6,4.2,206000,1
5968,484.7,3.5,203000,1
5969,,,-100000,3
5970,483,4,166000,0
5971,479.2,4.4,160000,0
5972,472.8,4.4,130000,1
5973,467.8,4.9,108000,1
5974,467,4,111000,0
5975,494.9,4,131000,0
5976,485.8,4.5,136000,0
5977,496.1,3.2,149000,1
5978,487.9,3.9,154000,0
5979,482.9,2.9,148000,0
5980,506.9,3.9,168000,0
5981,480.7,4,166000,0
5982,481.3,3.3,157000,1
5983,480.7,4.5,159000,0
5984,492.5,4.2,140000,0
5985,,,-100000,3
5986,491.4,4.3,192000,1
5987,507.6,3.5,211000,0
5988,551.5,4.1,252000,0
5989,596.9,3.5,279000,0
5990,,,-100000,3
5991,589.2,4.3,233000,0
5992,600.3,4.2,189000,0
5993,587.2,5.8,125000,0
5994,583.3,5.2,101000,0
5995,584.2,4.9,90700,0
5996,571.9,4,90200,0
5997,563.3,3.5,80100,0
5998,554.4,5.4,46400,0
5999,558.5,9.7,34500,0
6000,553,11,45700,0
6001,543.9,7.7,26500,0
6002,536.9,8.2,28200,0
6003,535.8,8,36500,0
6004,534.8,7.5,48600,0
6005,527.1,8.5,49900,0
6006,522.3,5.8,70100,0
6007,511.3,4.9,71900,0
6008,492.1,3.3,66700,0
6009,503.1,5.2,40800,0
6010,494.4,9.1,31500,0
6011,482.3,10.4,29900,0
6012,477.6,7.5,26800,0
6013,473.3,9.3,19000,0
6014,,,-100000,9
6015,461.4,11.6,16000,0
6016,458.6,11.3,12400,0
6017,447.9,11.2,13300,0
6018,446.6,13.2,11500,0
6019,444.8,12.2,10600,0
6020,443.1,10.8,17300,0
6021,438.8,11,16600,0
6022,435.5,11.5,21700,0
6023,427.7,11.4,20800,0
6024,424,9.7,21100,0
6025,430.5,9.6,17900,1
6026,434.2,10.8,18300,0
6027,432,8.1,13400,0
6028,426.7,7.5,24600,0
6029,422.2,14.8,22500,0
6030,416.2,9.3,22200,0
6031,413.6,12.8,20800,0
6032,407.2,11.9,11500,0
6033,409,9.1,11400,0
6034,405,9.9,29200,0
6035,404.1,7.1,32200,0
6036,412.6,9.8,39300,0
6037,413.3,8.4,52500,0
6038,400.6,8.2,83100,0
6039,409,8.3,44600,0
6040,416.1,9,29300,0
6041,425.7,9.9,31800,0
6042,432.4,9.9,37800,0
6043,436.3,9.8,44800,0
6044,434.9,10.7,59000,0
6045,444.5,9.9,60400,0
6046,442.2,9.4,59200,0
6047,431.1,8.8,62900,0
6048,412.5,7.5,58200,0
6049,403.6,6.6,57300,0
6050,395.3,5.6,61400,0
6051,389.3,6,65500,0
6052,387.7,6.5,78600,0
6053,395.2,6.4,78700,0
6054,415.3,6.1,71400,0
6055,410.2,7.7,57000,0
6056,412.1,7.9,48500,0
6057,403.8,9,63000,0
6058,425.1,12,65900,0
6059,430,15.7,77300,0
6060,422.8,11.5,63600,0
6061,418.3,13.9,72400,0
6062,428.1,20.3,79400,0
6063,420.6,23.1,87600,0
6064,,,-100000,9
6065,401,13.3,83400,0
6066,409.1,15.8,64900,0
6067,400.4,17.9,55200,0
6068,381.3,15.3,24000,1
6069,394.7,21.1,81400,0
6070,402.9,15,111000,0
6071,421.5,13.2,137000,1
6072,458.8,10.3,247000,0
6073,454.1,10,188000,0
6074,456.3,6.9,156000,0
6075,454.7,11.7,198000,0
6076,445.8,14,215000,1
6077,454.7,11.8,172000,0
6078,521.9,5.6,261000,0
6079,559.6,6.9,318000,1
6080,601.1,6.6,400000,0
6081,626.3,4.5,337000,0
6082,634.7,4,268000,0
6083,653,3.5,259000,0
6084,626.2,3.6,255000,0
6085,625.8,3.7,269000,0
6086,619.9,4.5,270000,0
6087,625.8,4.4,309000,0
6088,621.1,3.9,255000,0
6089,615.4,4.2,256000,0
6090,623,3.9,286000,0
6091,616.8,3.6,277000,0
6092,609.6,3.7,299000,0
6093,619.5,3.2,232000,0
6094,615.8,3.1,190000,0
6095,610.1,2.8,247000,0
6096,581.2,2.7,210000,0
6097,582,2.6,220000,0
6098,579.1,2.7,239000,1
6099,565.9,2.6,189000,0
6100,559.6,2.7,213000,1
6101,558.4,2.4,209000,0
6102,557.1,2.8,206000,1
6103,546.1,2.7,187000,0
6104,547.1,2.5,184000,0
6105,537.1,2.4,176000,0
6106,547.6,2.6,197000,0
6107,542.6,2.7,197000,0
6108,543.1,2.5,194000,0
6109,556.9,2.6,122000,0
6110,528.7,2.6,129000,0
6111,515.8,2.6,149000,1
6112,510.1,2.6,151000,0
6113,506.3,2.8,145000,0
6114,502.7,2.8,127000,0
6115,507.9,2.4,101000,0
6116,501.3,2.9,101000,0
6117,490.5,2.8,106000,0
6118,483.3,3.2,102000,1
6119,476.6,3.2,101000,0
6120,472.2,3.7,92300,1
6121,468.7,3,88100,0
6122,460.1,3.5,86600,0
6123,457.1,3.2,71800,0
6124,460.9,4.3,81000,0
6125,461.3,4,76900,0
6126,468.1,4.8,62700,0
6127,463.9,4.5,65300,6
6128,459.1,4.8,57200,0
6129,468.2,5.3,50200,0
6130,475.4,5.1,56800,0
6131,470.7,4.9,51300,0
6132,466.9,5.8,48400,0
6133,461,6.1,42500,0
6134,458.2,6.6,44200,0
6135,451.5,5.3,52600,0
6136,458.1,4.4,68900,0
6137,447.4,5.1,75000,0
6138,444.1,4.9,78000,0
6139,443.6,4.2,77000,0
6140,440.6,4.4,76900,0
6141,,,-100000,3
6142,437.1,3.9,75200,0
6143,421.4,3.2,86300,0
6144,420.7,4.1,94400,0
6145,428.7,4.1,87500,0
6146,432.5,6.5,132000,0
6147,431.1,5.9,90000,0
6148,424.2,5,90900,0
6149,416.8,4,93000,0
6150,404,4.1,96200,0
