"hours since 01.01.2015  1:00:00",velocity,density,temperature,status
957,382,2.7,26900,0
958,377.5,3.1,40500,0
959,382.8,2.6,47900,1
960,374.2,2.8,48800,0
961,382.8,3.3,46400,0
962,382.5,3.2,45500,0
963,375,2.7,42100,0
964,382,2.3,54800,0
965,386.1,2.8,62100,1
966,395.5,1.2,47200,0
967,383.2,1,56700,0
968,384.5,1.3,50600,0
969,394.4,1.6,51500,0
970,378.4,2.4,41900,0
971,376.5,3,39600,0
972,389.6,1.7,45400,0
973,391.9,3,47700,1
974,382.4,2.1,50400,0
975,370.5,0.7,42400,1
976,381.6,0.2,72900,1
977,376.1,0.9,43900,1
978,391.8,0.8,65900,0
979,392.2,0.3,71200,0
980,380.3,0.3,78500,0
981,396.7,1.3,73000,0
982,380.3,1.6,37900,0
983,390.7,1.5,57100,0
984,390.1,0.6,65000,0
985,381.2,1.8,57300,0
986,388.6,2.4,44700,0
987,388.2,1.1,61100,0
988,380.5,1,51200,0
989,393.8,1.4,63200,0
990,392.2,1.5,44900,0
991,384.1,1.4,36600,0
992,384.2,1.3,34600,0
993,385.5,0.3,53500,0
994,388.4,0.4,64500,0
995,387.6,0.3,55300,0
996,375.6,1.1,40600,0
997,373.7,0.8,26900,0
998,376.7,0.9,26000,0
999,363.3,0.7,41800,0
1000,367.5,1.7,38800,0
1001,362.8,1.3,26700,0
1002,357.4,1,27300,0
1003,356.4,1.1,25400,0
1004,352.1,0.9,38400,0
1005,372,1.5,60600,0
1006,359.7,2.3,48600,0
1007,356.7,1.3,54500,0
1008,340.8,1,39100,0
1009,330.9,0.5,20800,0
1010,335.4,0.5,57400,0
1011,365,1.3,28700,0
1012,363.5,1.1,37400,0
1013,359.2,1.3,36600,0
1014,361.7,1.6,30100,0
1015,351.2,1.2,33600,0
1016,347.2,0.9,32000,0
1017,330.8,0.6,28100,0
1018,343.5,0.6,34900,0
1019,345.4,0.8,47500,0
1020,349.1,0.6,53800,0
1021,346.5,0.5,53000,0
1022,346.3,0.4,57400,0
1023,336.4,0.8,39800,0
1024,333.1,0.4,61600,0
1025,,,-100000,3
1026,325.5,0.3,66700,0
1027,320.3,0.3,36100,0
1028,317.8,0.8,26200,0
1029,340.4,1.6,31600,0
1030,334.8,1.5,31900,0
1031,337.5,1.6,37800,0
1032,340.1,2.2,37000,1
1033,333.5,1.3,32500,0
1034,329,2.2,27700,0
1035,330.6,1.6,27700,0
1036,321.3,1.7,31900,0
1037,319,4.1,24000,0
1038,324,1.4,29400,0
1039,321,1.1,28600,0
1040,322.8,0.5,27300,0
1041,331.8,1.2,31200,0
1042,320.4,1.2,22500,0
1043,342,1.7,31500,0
1044,329.2,1.3,27300,0
1045,327.1,1.6,34300,0
1046,330.2,1.4,28900,0
1047,328.9,1.3,27200,0
1048,343.2,2.2,29700,0
1049,319.1,1.7,27400,0
1050,318.4,1.5,24400,0
1051,320.1,1.8,27200,0
1052,309.9,1.4,26200,0
1053,320.3,2,26100,0
1054,342,5,29100,0
1055,339.9,5.9,42400,1
1056,328.9,4.1,53000,0
1057,326.5,3,55000,1
1058,324.8,3.5,39200,0
1059,319.7,3.7,38800,0
1060,322.1,4.1,39700,0
1061,316.7,3.2,35200,0
1062,317,3.3,39600,0
1063,340,5.8,31100,0
1064,322.1,3.5,30800,0
1065,321.4,3.7,30900,0
1066,313,2.9,34800,0
1067,303.8,2.5,43600,0
1068,311.3,2.6,48800,0
1069,323.3,3.6,44300,0
1070,325.2,3.2,40900,0
1071,337.1,4.6,42500,0
1072,335.6,4.5,35500,0
1073,334.3,5.1,41600,0
1074,321.3,5.8,45200,0
1075,332.6,4.6,36800,0
1076,329.7,3.1,54100,0
1077,331.2,7.4,49400,1
1078,328.8,11.2,36800,1
1079,323.5,9.4,41400,0
1080,321.4,9.3,44300,0
1081,324,6.5,41800,0
1082,315.8,7.2,40500,0
1083,311.6,7.3,46200,1
1084,312.4,8.1,56700,1
1085,312.4,3.9,56200,0
1086,333.8,3.1,66300,0
1087,337.8,2.2,62500,1
1088,341.5,2,113000,0
1089,340.2,2.4,76800,0
1090,346.5,3.1,98800,0
1091,351,4.8,43500,0
1092,352.2,1.7,60700,0
1093,349.2,1.1,51800,0
1094,350,1.6,47900,0
1095,350.2,2.4,55300,0
1096,352.3,1.5,72200,0
1097,342.5,1.2,59000,0
1098,341.6,1.9,58500,0
1099,340.9,3.9,59400,0
1100,344,2.5,65900,0
1101,344.6,1.8,71300,0
1102,346.4,2.8,50300,0
1103,343.8,4.5,55800,0
1104,340.6,3.7,51100,0
1105,347.1,3,63500,0
1106,343.1,3.5,63700,0
1107,345.3,4,68400,0
1108,342.1,3.5,54600,0
1109,338.6,3.5,55400,0
1110,336.5,4.3,73900,1
1111,341.1,3.4,93600,0
1112,342.3,3.5,74700,0
1113,352.2,3.1,50000,0
1114,348.2,3.1,70600,0
1115,357.5,4.4,79800,1
1116,358.2,3.9,89100,0
1117,361.8,2.9,65700,0
1118,358.3,2.2,86400,0
1119,359.2,3.2,102000,1
1120,354.7,6.6,78000,1
1121,346.9,13.1,76100,0
1122,358.6,13.7,65300,0
1123,353.4,10.6,68700,0
1124,353.1,13.6,77100,0
1125,352.2,12.7,65200,1
1126,361.1,10.5,71100,0
1127,357.2,10,75400,0
1128,352.2,11.3,60600,0
1129,348.9,10.7,71300,0
1130,343.2,14.3,61200,0
1131,359.5,9.5,62100,1
1132,383.6,5.6,117000,0
1133,373.2,6.1,83800,1
1134,373.8,6.9,79200,0
1135,384.1,4.8,106000,0
1136,383.6,4.9,146000,0
1137,373.3,5.7,156000,0
1138,371.1,3.3,173000,1
1139,405,4.2,203000,0
1140,401.3,4.3,157000,0
1141,386.2,6.5,158000,1
1142,393.3,6.4,158000,1
1143,378.8,13.3,113000,0
1144,371.2,7.8,104000,0
1145,418.7,4.1,195000,1
1146,385.5,6.8,136000,0
1147,383.4,5.1,120000,0
1148,385.9,4.3,112000,1
1149,401.7,4.5,113000,0
1150,418.1,3.9,172000,0
1151,427.9,4,85500,0
1152,434,3.7,75200,0
1153,451,5.7,113000,0
1154,445.5,4.3,97600,1
1155,437.8,5,75800,0
1156,430.6,6,78300,0
1157,437.3,5.9,81200,0
1158,431.2,5,88200,0
1159,436.5,3.7,108000,0
1160,446.5,4.3,97900,0
1161,460.1,4.3,114000,0
1162,461.6,4.5,107000,0
1163,462.2,4.5,108000,0
1164,461.2,4.6,108000,0
1165,452.2,5.1,89000,0
1166,432.6,3.4,136000,1
1167,437.4,2.8,142000,0
1168,425.5,3,131000,1
1169,427.2,4.5,100000,0
1170,418.6,4.7,86000,0
1171,414.7,4.4,62300,0
1172,428.6,2.5,54300,0
1173,426.3,3.4,48800,0
1174,410.2,5.3,58000,1
1175,403.9,4.7,67000,0
1176,411,5.5,70400,0
1177,388.8,4.4,51700,0
1178,406.7,4.2,76200,0
1179,407.8,3.9,68300,1
1180,419.1,3.8,91000,1
1181,422.5,4.1,52300,0
1182,404.7,2,70100,0
1183,398.1,3.2,76800,0
1184,406.9,2,62500,0
1185,398.2,3,67100,0
1186,397.8,3,65700,0
1187,389.5,1.6,101000,0
1188,374.4,4,51500,0
1189,375.6,3.1,61700,0
1190,381.3,1.6,116000,0
1191,375.9,1.9,95200,0
1192,380.6,2.4,74400,0
1193,375.4,4.3,29700,0
1194,375.6,5,27000,0
1195,384.4,3.1,57000,0
1196,372.2,1.6,110000,0
1197,373.8,1.5,92700,0
1198,358,2,76600,0
1199,351.3,1.7,94200,0
1200,356.2,3.6,39600,0
1201,358.8,5.7,29000,0
1202,350.9,4.2,25200,1
1203,341.9,1.6,63100,1
1204,353.2,5.1,20000,0
1205,342.5,3.4,37200,0
1206,354.8,6.2,21300,0
1207,357.6,6,21500,0
1208,348.6,5.2,24000,0
1209,350.5,5.1,23600,0
1210,353.4,6.6,22100,0
1211,340.4,2.2,85500,1
1212,361.1,1.4,69300,0
1213,351.1,1.8,102000,1
1214,356.4,2,77200,1
1215,347.8,2.7,92700,0
1216,344.7,4.1,47100,0
1217,342.8,4.2,44000,0
1218,345.9,4.7,31900,0
1219,365.5,6.2,26900,0
1220,361.1,6.2,27700,0
1221,360.4,7,31900,0
1222,364.5,6.7,45100,0
1223,349.2,4.9,25600,0
1224,349.8,6.6,22600,0
1225,333.6,3,51700,1
1226,337.8,2.6,81800,1
1227,338.7,2.6,84800,0
1228,331.3,4,50100,0
1229,338.3,4.7,36400,0
1230,338.2,4.7,36300,0
1231,340.2,5.2,30500,0
1232,348.3,2.6,84700,0
1233,353.1,3,96700,0
1234,349.2,4.5,68100,0
1235,,,-100000,3
1236,355.2,2.6,87100,0
1237,359.5,5.1,64700,0
1238,349.2,3.9,75300,0
1239,340.1,3.9,74900,0
1240,328.2,4.5,44300,0
1241,328.2,5.3,52800,0
1242,338.3,5.7,63700,1
1243,341.5,4.1,82200,0
1244,339.8,6.3,51600,0
1245,337.4,7.6,39400,0
1246,335.6,5.2,40400,0
1247,337.2,6.1,49900,0
1248,329.1,5.8,35600,0
1249,339.2,6.6,38500,0
1250,339,6.1,35200,0
1251,325.3,10,48600,0
1252,309.3,3.8,50600,0
1253,306.9,3.9,51600,0
1254,312.6,4.3,56900,0
1255,311.3,5.6,45400,0
1256,323.4,3.8,53400,0
1257,326.7,6.6,35800,0
1258,321.2,6,32600,0
1259,306.7,6,50300,0
1260,313.7,5.6,66100,1
1261,333.6,3.1,109000,0
1262,300.7,5.3,35000,0
1263,300.5,5.3,44400,0
1264,304.6,5.3,47800,0
1265,302.9,5.7,55900,0
1266,308.6,5.7,62300,1
1267,321,6.2,52200,0
1268,348.4,11.4,31100,0
1269,340,9.1,35800,0
1270,341.1,13,39600,1
1271,336.4,10.7,46900,0
1272,337.7,8.1,46700,0
1273,338.2,18.2,34300,0
1274,347.8,14.4,43600,0
1275,352.2,8.9,41800,0
1276,360.9,11.8,53900,0
1277,367.4,10.9,41300,0
1278,379.9,16.7,63800,0
1279,382,19,79200,0
1280,378.9,18.5,60200,0
1281,373.4,19.6,54100,0
1282,391,26.6,80800,0
1283,395.9,15.6,80500,0
1284,403.5,11,88800,0
1285,419.5,8.1,167000,0
1286,432.6,8.4,167000,0
1287,434.7,12.2,114000,0
1288,434.9,19.8,103000,0
1289,443.7,17.6,123000,0
1290,422.2,21.2,112000,0
1291,427.8,22.6,114000,0
1292,425.8,20.5,119000,0
1293,417,18.1,133000,1
1294,423.5,23.1,165000,1
1295,428.5,10.1,211000,1
1296,455.1,7,262000,1
1297,466.1,7.7,260000,1
1298,461,9.8,262000,1
1299,473.3,7,212000,0
1300,473.9,6.1,169000,0
1301,478.6,6.9,225000,1
1302,470.2,7.5,217000,1
1303,493.6,4.9,220000,1
1304,488.3,5.3,225000,1
1305,481.4,6.1,195000,0
1306,462.7,6.1,136000,0
1307,462.6,6.5,122000,0
1308,455.8,6.6,94800,0
1309,441,5.8,83200,0
1310,436.9,6.7,78500,0
1311,459.4,5.8,121000,0
1312,466.5,5.6,118000,0
1313,,,-100000,9
1314,464.7,5.2,90000,0
1315,466.3,4.7,91500,0
1316,478.5,2.8,141000,1
1317,,,-100000,9
1318,,,-100000,9
1319,469.4,3.2,119000,1
1320,469.7,3.3,95300,0
1321,465.4,3.2,87500,0
1322,452.1,3,88900,0
1323,438.3,2.7,59800,0
1324,447.3,3.3,51700,0
1325,459.8,3,57000,0
1326,448.4,4,96700,0
1327,457.1,3.9,112000,0
1328,486.8,3,130000,0
1329,468.8,3.7,141000,0
1330,462.9,4,134000,0
1331,464.2,2.9,131000,1
1332,469.2,2.9,148000,0
1333,457.4,3.7,113000,1
1334,457.4,3.3,118000,0
1335,486.9,2.6,96600,0
1336,468.6,3.4,130000,0
1337,,,-100000,9
1338,,,-100000,9
1339,,,-100000,9
1340,,,-100000,9
1341,,,-100000,9
1342,,,-100000,9
1343,,,-100000,9
1344,,,-100000,9
1345,,,-100000,9
1346,,,-100000,9
1347,,,-100000,9
1348,,,-100000,9
1349,,,-100000,9
1350,,,-100000,9
1351,430.7,3.4,112000,0
1352,422.2,3.3,124000,0
1353,406.4,2.5,106000,0
1354,402.7,2.7,119000,0
1355,394.9,3.3,130000,0
1356,390.3,3.9,105000,0
1357,387.9,3.8,108000,1
1358,385.6,3.8,111000,0
1359,385.4,3.7,93200,0
1360,383.4,3.4,107000,0
1361,379.6,3.8,94800,0
1362,377.2,4,79500,0
1363,373.6,3.8,66800,0
1364,368.2,4.1,74600,1
1365,366.7,4.2,69800,0
1366,363.3,4.6,63900,1
1367,364.8,5.3,59200,0
1368,361.8,5.9,40000,0
1369,362,6.2,43600,0
1370,359.2,6.2,27100,0
1371,356.2,5.8,50200,0
1372,352.5,5.6,51700,0
1373,353.8,6,49600,0
1374,356.8,7.5,26000,0
1375,361.2,7.7,20700,0
1376,356.6,9.3,22300,0
1377,353.7,8.6,24600,0
1378,348.8,9.6,23100,0
1379,348.2,10.2,22500,0
1380,339.7,8.2,24100,0
1381,335.3,6.8,26500,0
1382,332.7,7,25300,0
1383,332.7,5.1,31000,0
1384,331.2,5.5,35600,0
1385,329,5.6,35700,1
1386,323.6,6.5,33100,0
1387,322.2,6.6,30200,0
1388,324.2,6.5,31000,0
1389,329.1,8.1,48800,0
1390,332.1,9.1,49400,1
1391,336.3,11.3,35300,0
1392,343.6,12.4,27200,0
1393,345,11.4,41000,0
1394,348.7,12.2,36200,0
1395,350.6,14.5,39700,0
1396,353.5,17.1,36600,0
1397,353.2,16.7,31000,0
1398,353.9,18.6,30400,0
1399,355.3,16.9,31900,0
1400,355.4,19.7,27700,0
1401,367.5,23.9,26300,0
1402,362.3,18.7,42500,0
1403,362,17.6,60600,0
1404,360,13.5,67600,0
1405,387.8,14.3,70700,0
1406,396.5,16.3,79600,0
1407,394.5,13.9,78900,0
1408,396.8,13.1,80800,0
1409,406,13.8,102000,0
1410,413.5,12.6,138000,0
1411,431.8,13.3,168000,0
1412,461.9,11.1,186000,0
1413,463,5.7,193000,0
1414,469.5,6.9,292000,1
1415,463.6,6.1,197000,0
1416,475.1,6.5,226000,0
1417,478.2,5.6,233000,1
1418,504.2,6.5,265000,0
1419,537.9,6.1,244000,0
1420,519.8,6,188000,0
1421,522.4,4.6,210000,1
1422,524.9,5.5,205000,0
1423,557.9,4.5,231000,0
1424,550.5,3.8,230000,0
1425,550.4,4.6,218000,1
1426,542,4.1,178000,1
1427,530.5,4.1,184000,1
1428,520.3,4.7,182000,1
1429,513.7,5.4,179000,1
1430,508.4,5.3,177000,1
1431,503.9,5.2,173000,0
1432,501.8,5.2,197000,0
1433,511.8,4.8,166000,1
1434,499.4,4.8,155000,0
1435,477.2,5.9,200000,0
1436,469.1,6.4,176000,0
1437,453,7.8,138000,0
1438,442.3,7,147000,1
1439,448,7.9,194000,0
1440,447.9,8.2,114000,0
1441,490.4,5.9,191000,0
1442,511.7,5.9,219000,0
1443,532.1,7.6,327000,0
1444,526.9,6.3,296000,1
1445,584.8,6.2,318000,1
1446,608.6,4.9,369000,0
1447,579.4,5,275000,0
1448,614.4,3.9,376000,0
1449,642.6,3.3,335000,0
1450,633.1,3.4,346000,0
1451,634.3,3.3,350000,1
1452,629.1,3,277000,0
1453,633.2,2.6,244000,0
1454,627.4,2.6,187000,0
1455,618.2,2.3,191000,0
1456,605.6,2.4,175000,0
1457,584.1,2.4,133000,0
1458,585.1,2.5,137000,0
1459,595.4,2.3,165000,0
1460,586.4,2.2,195000,0
1461,577.3,1.7,199000,0
1462,566,2.6,191000,0
1463,552.9,2.2,162000,0
1464,552.3,2.3,173000,0
1465,546.1,3.3,166000,0
1466,537.5,2.5,157000,0
1467,521,1.9,152000,0
1468,525.3,1.9,190000,0
1469,512,2.2,126000,0
1470,526.2,2.5,187000,0
1471,514.3,2.3,137000,0
1472,500.2,2.4,125000,0
1473,493.5,2.1,122000,0
1474,483.4,2.3,113000,0
1475,474.1,2.2,91800,0
1476,465.5,2.3,82500,0
1477,457.4,2.7,74900,0
1478,454.9,2.8,52600,0
1479,453.4,3.2,41800,0
1480,451,3.5,51900,0
1481,451.8,3.6,53000,0
1482,453.2,4.9,46200,0
1483,449.8,6.1,44000,0
1484,446.7,5.9,46800,0
1485,438.8,6.2,62100,0
1486,440.7,5.5,62700,0
1487,441,5.2,40100,0
1488,447.5,5.8,68000,0
1489,444.4,6.7,78600,0
1490,441.3,6,65300,0
1491,441.3,6.5,73300,0
1492,428.9,5,54400,0
1493,436.8,6.6,75800,1
1494,442.3,7.4,73200,0
1495,449.9,8.1,66600,0
1496,457.9,15.6,47400,0
1497,455,14.6,42800,0
1498,452.1,12.7,46700,0
1499,480.7,2.6,169000,0
1500,489.4,1.5,199000,0
1501,470.6,2.2,156000,0
1502,452.8,3.7,88700,0
1503,447.5,4.8,80800,0
1504,455.9,5.5,82500,0
1505,460.9,5.3,86900,0
1506,467.1,5.2,68000,0
1507,494.1,4.1,138000,0
1508,506.6,3.4,189000,0
1509,507.1,3.1,195000,0
1510,508.6,3.3,162000,0
1511,482.5,3.9,139000,1
1512,482.3,4.4,144000,1
1513,460.7,4,102000,0
1514,476.3,4.5,119000,0
1515,476.9,4.7,126000,0
1516,459.4,4.5,177000,1
1517,453.6,4.5,163000,1
1518,441.3,4.5,161000,0
1519,445.1,4.8,191000,0
1520,443.2,4.8,200000,1
1521,447.7,4.4,176000,1
1522,448.2,3.5,155000,1
1523,434.5,3.7,163000,0
1524,,,-100000,9
1525,,,-100000,9
1526,,,-100000,9
1527,484,3.4,144000,0
1528,477.2,3.6,147000,0
1529,445.2,4.4,144000,0
1530,421.9,4.7,88500,0
1531,414.6,6.2,89500,0
1532,417.4,6.8,92800,0
1533,428.8,7.2,106000,0
1534,434.3,7.2,80300,0
1535,418.6,7.7,89800,0
1536,420,8.7,120000,0
1537,430.3,7.4,105000,0
1538,452.4,6.4,98000,1
1539,456.7,6.7,123000,0
1540,473.8,6.5,118000,0
1541,484.3,6.3,156000,1
1542,477.2,6.2,143000,0
1543,475.4,5.8,140000,0
1544,472.5,5.7,136000,0
1545,472.1,5.6,117000,0
1546,465.5,5.4,91100,0
1547,,,-100000,3
1548,478.9,4.7,142000,0
1549,486,4.5,148000,0
1550,480.2,4.6,160000,0
1551,482.1,4.9,136000,0
1552,494.2,4.9,136000,1
1553,477.1,6.1,121000,0
1554,475.3,5.6,122000,1
1555,490.1,5.9,148000,0
1556,492.7,5,141000,1
1557,494.1,4.7,184000,0
1558,498.4,4.4,173000,1
1559,499.7,4.5,158000,0
1560,497.6,4.6,141000,0
1561,497,3.9,188000,1
1562,505.6,4.5,271000,0
1563,493,5.3,248000,0
1564,494.7,4.4,200000,0
1565,494.4,5.9,189000,1
1566,498.3,5.6,198000,0
1567,498.3,3.9,204000,1
1568,510.7,3.7,224000,1
1569,537.5,3.6,256000,0
1570,550.8,3.4,259000,1
1571,,,-100000,9
1572,,,-100000,9
1573,,,-100000,9
1574,,,-100000,9
1575,,,-100000,9
1576,,,-100000,9
1577,,,-100000,9
1578,,,-100000,9
1579,,,-100000,9
1580,576.6,5.2,209000,0
1581,550.6,3,157000,1
1582,553.7,3.2,128000,0
1583,559.2,4.5,170000,0
1584,544.2,3,142000,0
1585,533,2.7,87200,0
1586,543,3.2,128000,0
1587,559.1,3.5,161000,0
1588,563.7,3.2,226000,0
1589,574.2,4.3,222000,0
1590,564.9,3.3,171000,0
1591,561,4.2,203000,0
1592,565.2,3.1,193000,0
1593,569.8,3.6,228000,0
1594,566.5,2.9,187000,0
1595,561.8,3.1,186000,0
1596,570.3,2.9,231000,0
1597,566,2.2,214000,0
1598,554.9,2.2,233000,0
1599,561,2.4,246000,0
1600,555.6,2.1,221000,0
1601,550.1,2.3,175000,0
1602,541.9,2.1,140000,0
1603,548.4,2.3,179000,1
1604,557.2,2.4,210000,0
1605,559,2.9,268000,0
1606,551.6,2.2,160000,0
1607,550.9,1.9,161000,0
1608,539.8,1.9,147000,0
1609,526.6,2,140000,0
1610,484.8,1.8,77700,1
1611,482.9,2.2,99400,0
1612,473.4,2,77300,0
1613,462.5,2.2,70900,0
1614,458.4,2.4,44200,0
1615,456.1,2.8,42700,0
1616,449.3,3,53300,0
1617,426.8,2.7,54900,0
1618,430.9,2.9,48100,0
1619,426.1,2.8,63900,0
1620,409.6,2.8,69900,0
1621,414.4,2.7,65600,0
1622,397.3,3.1,75100,0
1623,402.1,2.6,70300,0
1624,430.4,5.2,81700,0
1625,444.8,5.8,64800,0
1626,443.8,5,68800,0
1627,428.6,4.2,73400,0
1628,,,-100000,3
1629,407,3.6,49300,0
1630,404,2.1,47800,0
1631,399.9,1.2,45700,0
1632,409.9,2.5,51700,0
1633,391.3,2.2,43500,0
1634,388.2,1.4,30000,0
1635,393.8,1.5,46400,0
1636,382.6,1.6,33900,0
1637,380.1,1.3,48900,0
1638,389.3,0.8,45400,0
1639,385.3,0.9,58500,0
1640,377.2,1.2,46000,0
1641,375.1,1.1,47600,0
1642,365.8,1.3,55100,0
1643,367.1,3.8,32800,0
1644,370.4,3.8,32500,0
1645,366.8,3.1,49700,0
1646,363.7,2.5,93200,0
1647,367.3,3.2,75800,0
1648,377.1,2.3,67400,0
1649,374.5,3.6,44100,0
1650,377.7,4.3,36800,0
1651,375.7,3.9,42900,0
1652,370.9,3.2,60000,0
1653,374,3.6,49200,0
1654,365.8,4.3,49400,0
1655,370.2,3.2,87000,1
1656,386.1,2.9,104000,0
1657,383.4,2.6,99500,0
1658,390.2,3,101000,0
1659,418.4,2.7,125000,0
1660,416.9,6.3,194000,1
1661,417.1,5.2,150000,0
1662,417.4,6.5,66900,0
1663,415.1,4.7,95700,1
1664,393.5,7.2,103000,0
1665,404.8,3.7,136000,0
1666,403.7,5.1,135000,0
1667,400,4,134000,0
1668,397.3,3.3,130000,0
1669,391.5,4.9,85200,0
1670,381,4.7,87700,0
1671,389.8,2.5,71800,0
1672,382.1,3.6,67000,0
1673,378.6,4.4,81100,0
1674,371.2,4.9,78400,0
1675,381.7,6.3,65900,0
1676,377.3,5.5,56400,0
1677,380.6,4.3,77600,0
1678,384.7,4.3,89100,0
1679,373.5,5.6,60400,0
1680,389.2,3.9,84200,0
1681,390.7,2.6,65500,0
1682,396.8,5.5,110000,1
1683,406.7,4.6,93200,0
1684,400.1,4.7,83600,0
1685,409.9,6.1,105000,1
1686,410.3,5.2,131000,1
1687,410.4,5.7,101000,0
1688,406.3,6.3,108000,0
1689,412.2,6.1,106000,0
1690,410.9,5.9,107000,0
1691,399.8,6,111000,0
1692,407.8,5.1,109000,0
1693,403.2,5.9,103000,0
1694,409.3,4.9,88000,0
1695,401.1,5.7,86000,1
1696,404.4,5.5,76400,0
1697,404.6,5.1,74600,0
1698,403.5,5.1,71600,0
1699,408.2,5.1,61400,0
1700,408.6,5.1,63800,0
1701,409.2,5.8,67000,0
1702,407.4,6.6,69500,1
1703,412.8,4.3,83200,0
1704,414,4.9,55900,0
1705,410.7,4.9,60600,0
1706,397.7,5.1,95700,0
1707,401.8,4.8,77800,1
1708,399.6,4.6,74500,0
1709,396.1,4.7,96500,0
1710,406.5,3.9,90500,0
1711,404.2,4.8,98200,0
1712,408.8,4.6,90100,0
1713,422.1,5.4,93400,0
1714,427.7,5.6,97600,0
1715,435.7,6.3,111000,0
1716,420.8,6.8,143000,0
1717,420,6.7,121000,0
1718,408.4,6.9,126000,0
1719,418.5,6.3,115000,0
1720,392.6,6.3,130000,0
1721,386,5.4,127000,0
1722,394.1,8.1,53900,0
1723,391.3,9.8,45800,0
1724,377.2,8,36700,0
1725,363.5,8.5,42300,0
1726,365.2,8.9,32100,0
1727,360.3,8.7,39000,0
1728,357.1,5.6,75600,0
1729,357.2,4.5,72200,1
1730,356.4,5.1,71200,1
1731,351.5,6.9,53600,0
1732,347.7,6.3,64300,0
1733,352.8,7,53200,0
1734,348.3,8.6,49600,0
1735,348.1,8.7,49300,0
1736,349.1,10.1,29100,0
1737,346.2,8.8,43900,1
1738,345.9,8.8,44400,0
1739,342,8.8,49200,0
1740,342.2,10.1,31900,0
1741,338.6,9.2,32800,0
1742,335.1,7.8,37000,0
1743,334.4,8.1,39100,0
1744,331.6,9,43200,0
1745,325.4,6.8,46900,0
1746,324.2,7,54400,0
1747,325.5,4.8,46400,0
1748,332.3,8.1,40200,0
1749,330.5,8.2,58800,0
1750,326.1,7.6,61200,0
1751,334,9.7,54100,0
1752,335.7,12.6,40600,0
1753,336.2,16.5,37300,0
1754,331.9,23.3,42400,0
1755,332.8,29,46000,0
1756,328,13.3,43300,0
1757,327.1,11.4,46800,0
1758,326.6,13.8,49000,0
1759,324,9.7,52300,0
1760,319.5,7.4,54300,0
1761,317.7,7.6,68600,0
1762,313.1,7.1,71900,0
1763,311.3,6.4,58700,1
1764,312,7,51600,0
1765,319.3,7.3,57000,0
1766,329.1,6.6,56200,0
1767,326.9,7.6,51300,0
1768,331,8.2,54800,0
1769,320.6,7.9,61200,0
1770,306.5,5.4,58200,0
1771,297.7,3.3,61400,0
1772,299.6,4.1,52700,1
1773,309.1,5.9,45300,0
1774,317.9,10.4,48600,0
1775,325.9,15.9,53300,0
1776,340.3,18.1,47600,0
1777,348.8,25.7,35800,0
1778,352.1,22.9,34300,0
1779,348.8,25.6,33200,0
1780,369.1,12,65600,0
1781,366.1,8.6,66900,0
1782,366.7,14.6,61500,0
1783,365.1,15.7,72400,0
1784,384.8,21.6,72700,0
1785,381,19.4,67600,0
1786,366.6,16.5,80600,0
1787,377.3,12.7,77400,0
1788,395,8.9,71800,0
1789,412.9,12.3,21600,0
1790,399.7,15.9,29400,0
1791,,,-100000,9
1792,422.6,12.2,35000,0
1793,427.9,17.5,32600,0
1794,435.2,20,27800,0
1795,435.4,17.6,32000,0
1796,424.1,14.2,29600,0
1797,419.6,14.1,30100,0
1798,422.7,12.9,63600,1
1799,425,12.1,57000,0
1800,420.6,13.6,68700,0
1801,415.2,16.6,42100,0
1802,405.2,13,38400,0
1803,494,19.8,140000,0
1804,507.7,19.5,215000,0
1805,505.5,9.9,335000,0
1806,520.5,3.5,453000,0
1807,565.4,5.4,654000,0
1808,582.6,4.9,698000,0
1809,624.7,7.7,762000,0
1810,621.4,8.4,732000,1
1811,593.1,13.1,502000,0
1812,582.7,12.1,102000,0
1813,593.8,15.9,184000,0
1814,601.3,10.3,203000,0
1815,558.7,10.3,148000,0
1816,568.1,9.6,180000,0
1817,551,6.2,165000,0
1818,562.9,4.2,124000,0
1819,556.6,4.7,87700,0
1820,554.9,6.2,74500,0
1821,541.2,5.6,70300,0
1822,569.5,5.5,128000,0
1823,567.4,3,85900,0
1824,544.2,3.6,69300,0
1825,548.8,3.5,102000,0
1826,552.4,3.3,125000,0
1827,559.6,2.9,171000,0
1828,564.8,1.8,213000,0
1829,559.7,2.6,235000,0
1830,537.6,3,225000,0
1831,542.8,3.7,188000,0
1832,561.3,3,204000,0
1833,587.3,4.4,226000,1
1834,572.6,3.9,266000,0
1835,580.7,3.5,280000,0
1836,596.5,4.6,331000,0
1837,578.8,4.5,326000,0
1838,600.8,4.7,393000,0
1839,607.3,3.2,325000,0
1840,648.6,2.2,239000,0
1841,661.6,2.2,229000,0
1842,653.3,1.9,224000,0
1843,669.7,1.5,203000,0
1844,689.9,1.7,244000,0
1845,666.7,2.1,211000,0
1846,663.3,2.3,234000,0
1847,662.4,1.9,225000,0
1848,657.4,2.3,218000,0
1849,650.1,2.2,205000,0
1850,620.7,2.5,171000,0
1851,602.1,2.6,171000,0
1852,600.1,2.5,179000,0
1853,599.1,2.7,166000,0
1854,601.7,3,153000,0
1855,601,2.7,152000,0
1856,579.7,2.9,155000,0
1857,595.8,1.9,158000,0
1858,578.9,1.9,125000,0
1859,583.3,2.1,161000,0
1860,564.4,1.9,275000,0
1861,562.8,1.5,263000,0
